,Num_Acc,place,catu,grav,sexe,secu,locp,actp,etatp,an_nais,num_veh,senc,catv,occutc,obs,obsm,choc,manv,mois,jour,hrmn,lum,agg,int,atm,col,mom,catvopp,catv_gen,catvopp_gen
0,201600000001,1.0,1,1,2,11.0,0.0,0.0,0.0,1983.0,B02,0.0,7,0,0.0,0.0,1.0,1.0,2,1,1445,1,2,1,8,3,3,2,2,1
1,201600000001,1.0,1,3,1,21.0,0.0,0.0,0.0,2001.0,A01,0.0,2,0,0.0,0.0,7.0,15.0,2,1,1445,1,2,1,8,3,3,7,1,2
2,201600000002,1.0,1,3,1,11.0,0.0,0.0,0.0,1960.0,A01,0.0,7,0,6.0,0.0,1.0,1.0,3,16,1800,1,2,6,1,6,4,7,2,2
3,201600000002,2.0,2,3,1,11.0,0.0,0.0,0.0,2000.0,A01,0.0,7,0,6.0,0.0,1.0,1.0,3,16,1800,1,2,6,1,6,4,7,2,2
4,201600000002,3.0,2,3,2,11.0,0.0,0.0,0.0,1962.0,A01,0.0,7,0,6.0,0.0,1.0,1.0,3,16,1800,1,2,6,1,6,4,7,2,2
5,201600000003,1.0,1,1,1,11.0,0.0,0.0,0.0,1997.0,A01,0.0,7,0,0.0,1.0,6.0,1.0,7,13,1900,1,1,1,1,6,4,7,2,2
6,201600000003,0.0,3,3,1,0.0,6.0,2.0,1.0,1970.0,A01,0.0,7,0,0.0,1.0,6.0,1.0,7,13,1900,1,1,1,1,6,4,7,2,2
7,201600000004,1.0,1,3,1,23.0,0.0,0.0,0.0,1999.0,B02,0.0,32,0,0.0,0.0,1.0,1.0,8,15,1930,2,2,1,7,3,4,7,1,2
8,201600000004,2.0,2,4,1,23.0,0.0,0.0,0.0,1999.0,B02,0.0,32,0,0.0,0.0,1.0,1.0,8,15,1930,2,2,1,7,3,4,7,1,2
9,201600000004,1.0,1,1,2,11.0,0.0,0.0,0.0,1985.0,A01,0.0,7,0,0.0,0.0,8.0,15.0,8,15,1930,2,2,1,7,3,4,32,2,1
10,201600000005,1.0,1,3,2,21.0,0.0,0.0,0.0,1957.0,B02,0.0,30,0,0.0,2.0,1.0,15.0,12,23,1100,1,2,3,1,3,1,7,1,2
11,201600000005,2.0,2,3,2,21.0,0.0,0.0,0.0,2002.0,B02,0.0,30,0,0.0,2.0,1.0,15.0,12,23,1100,1,2,3,1,3,1,7,1,2
12,201600000005,1.0,1,1,1,11.0,0.0,0.0,0.0,1953.0,A01,0.0,7,0,0.0,2.0,3.0,1.0,12,23,1100,1,2,3,1,3,1,30,2,1
13,201600000006,1.0,1,1,1,11.0,0.0,0.0,0.0,1957.0,A01,0.0,7,0,0.0,1.0,1.0,1.0,12,23,1115,1,2,1,7,6,1,7,2,2
14,201600000006,0.0,3,3,2,0.0,4.0,3.0,1.0,1978.0,A01,0.0,7,0,0.0,1.0,1.0,1.0,12,23,1115,1,2,1,7,6,1,7,2,2
15,201600000007,1.0,1,1,1,11.0,0.0,0.0,0.0,1980.0,B02,1.0,7,0,0.0,2.0,2.0,17.0,5,1,1145,1,2,1,7,2,1,30,2,1
16,201600000007,2.0,2,4,1,21.0,0.0,0.0,0.0,2001.0,A01,1.0,30,0,0.0,0.0,3.0,15.0,5,1,1145,1,2,1,7,2,1,7,1,2
17,201600000007,1.0,1,1,1,21.0,0.0,0.0,0.0,2001.0,A01,1.0,30,0,0.0,0.0,3.0,15.0,5,1,1145,1,2,1,7,2,1,7,1,2
18,201600000008,1.0,1,1,2,11.0,0.0,0.0,0.0,1969.0,B02,0.0,7,0,0.0,2.0,2.0,1.0,5,14,1915,2,1,1,1,1,4,7,2,2
19,201600000008,2.0,2,1,1,11.0,0.0,0.0,0.0,1975.0,B02,0.0,7,0,0.0,2.0,2.0,1.0,5,14,1915,2,1,1,1,1,4,7,2,2
20,201600000008,1.0,1,3,1,11.0,0.0,0.0,0.0,1972.0,A01,0.0,7,0,0.0,2.0,3.0,13.0,5,14,1915,2,1,1,1,1,4,7,2,2
21,201600000009,1.0,1,1,1,11.0,0.0,0.0,0.0,1984.0,A01,0.0,7,0,0.0,0.0,3.0,1.0,9,23,1900,1,2,1,1,3,4,30,2,1
22,201600000009,1.0,1,3,1,23.0,0.0,0.0,0.0,2001.0,B02,0.0,30,0,0.0,0.0,2.0,1.0,9,23,1900,1,2,1,1,3,4,7,1,2
23,201600000010,1.0,1,1,1,11.0,0.0,0.0,0.0,1973.0,A01,0.0,7,0,0.0,1.0,2.0,1.0,12,30,1030,1,1,1,9,6,1,7,2,2
24,201600000010,0.0,3,3,1,0.0,1.0,1.0,1.0,1956.0,A01,0.0,7,0,0.0,1.0,2.0,1.0,12,30,1030,1,1,1,9,6,1,7,2,2
25,201600000011,0.0,3,3,2,0.0,4.0,3.0,1.0,1960.0,A01,0.0,7,0,0.0,1.0,1.0,1.0,1,25,800,2,2,1,8,6,1,7,2,2
26,201600000011,1.0,1,1,1,11.0,0.0,0.0,0.0,1966.0,A01,0.0,7,0,0.0,1.0,1.0,1.0,1,25,800,2,2,1,8,6,1,7,2,2
27,201600000012,1.0,1,3,1,21.0,0.0,0.0,0.0,1990.0,A01,0.0,33,0,0.0,0.0,0.0,1.0,1,28,1815,3,1,1,1,7,4,33,1,1
28,201600000013,1.0,1,1,2,11.0,0.0,0.0,0.0,1947.0,A01,0.0,7,0,0.0,1.0,2.0,1.0,2,5,1600,1,2,1,1,6,3,7,2,2
29,201600000013,0.0,3,3,1,0.0,2.0,0.0,1.0,1939.0,A01,0.0,7,0,0.0,1.0,2.0,1.0,2,5,1600,1,2,1,1,6,3,7,2,2
30,201600000014,1.0,1,2,1,21.0,0.0,0.0,0.0,1996.0,A01,0.0,33,0,0.0,2.0,1.0,13.0,4,17,1230,1,2,1,1,5,2,7,1,2
31,201600000014,1.0,1,3,1,21.0,0.0,0.0,0.0,1975.0,B02,0.0,33,0,14.0,0.0,9.0,21.0,4,17,1230,1,2,1,1,5,2,7,1,2
32,201600000014,1.0,1,1,1,11.0,0.0,0.0,0.0,1970.0,C03,0.0,7,0,0.0,2.0,3.0,1.0,4,17,1230,1,2,1,1,5,2,33,2,1
33,201600000015,1.0,1,1,1,11.0,0.0,0.0,0.0,1992.0,A01,0.0,7,0,0.0,2.0,3.0,16.0,8,17,1930,1,1,6,7,5,4,1,2,1
34,201600000015,1.0,1,3,1,21.0,0.0,0.0,0.0,1970.0,B02,0.0,1,0,0.0,2.0,1.0,0.0,8,17,1930,1,1,6,7,5,4,7,1,2
35,201600000015,1.0,1,1,1,21.0,0.0,0.0,0.0,1964.0,C03,0.0,1,0,0.0,2.0,1.0,0.0,8,17,1930,1,1,6,7,5,4,7,1,2
36,201600000016,1.0,1,1,2,11.0,0.0,0.0,0.0,1978.0,C03,0.0,7,0,0.0,2.0,5.0,10.0,9,8,815,1,1,1,1,5,1,33,2,1
37,201600000016,1.0,1,1,1,11.0,0.0,0.0,0.0,1961.0,B02,0.0,7,0,0.0,2.0,2.0,10.0,9,8,815,1,1,1,1,5,1,33,2,1
38,201600000016,1.0,1,4,1,21.0,0.0,0.0,0.0,1994.0,A01,0.0,33,0,0.0,2.0,2.0,1.0,9,8,815,1,1,1,1,5,1,7,1,2
39,201600000017,1.0,1,3,2,11.0,0.0,0.0,0.0,1996.0,A01,0.0,7,0,2.0,0.0,8.0,1.0,11,8,715,3,1,1,8,6,1,7,2,2
40,201600000018,1.0,1,1,1,11.0,0.0,0.0,0.0,1959.0,A01,1.0,7,0,0.0,2.0,1.0,0.0,11,28,745,2,2,1,5,3,1,7,2,2
41,201600000018,1.0,1,3,2,11.0,0.0,0.0,0.0,1962.0,B02,2.0,7,0,0.0,2.0,3.0,16.0,11,28,745,2,2,1,5,3,1,7,2,2
42,201600000019,1.0,1,1,1,21.0,0.0,0.0,0.0,1969.0,C03,0.0,33,0,0.0,2.0,8.0,23.0,5,6,1915,1,1,1,1,5,4,7,1,2
43,201600000019,1.0,1,1,1,11.0,0.0,0.0,0.0,1973.0,B02,0.0,7,0,0.0,2.0,1.0,1.0,5,6,1915,1,1,1,1,5,4,33,2,1
44,201600000019,1.0,1,1,1,11.0,0.0,0.0,0.0,1992.0,A01,0.0,7,0,16.0,2.0,3.0,15.0,5,6,1915,1,1,1,1,5,4,33,2,1
45,201600000019,2.0,2,4,2,11.0,0.0,0.0,0.0,1994.0,A01,0.0,7,0,16.0,2.0,3.0,15.0,5,6,1915,1,1,1,1,5,4,33,2,1
46,201600000019,2.0,2,3,2,11.0,0.0,0.0,0.0,1996.0,A01,0.0,7,0,16.0,2.0,3.0,15.0,5,6,1915,1,1,1,1,5,4,33,2,1
47,201600000019,3.0,2,4,2,11.0,0.0,0.0,0.0,2014.0,A01,0.0,7,0,16.0,2.0,3.0,15.0,5,6,1915,1,1,1,1,5,4,33,2,1
48,201600000020,1.0,1,1,1,11.0,0.0,0.0,0.0,1967.0,B02,1.0,7,0,0.0,2.0,3.0,1.0,9,5,2030,5,2,6,2,3,4,7,2,2
49,201600000020,1.0,1,3,1,11.0,0.0,0.0,0.0,1963.0,A01,2.0,7,0,0.0,2.0,8.0,5.0,9,5,2030,5,2,6,2,3,4,7,2,2
50,201600000021,0.0,3,3,2,0.0,4.0,3.0,2.0,1963.0,A01,0.0,30,0,0.0,1.0,1.0,1.0,10,14,1145,1,2,1,1,6,1,30,1,1
51,201600000021,1.0,1,4,2,21.0,0.0,0.0,0.0,1990.0,A01,0.0,30,0,0.0,1.0,1.0,1.0,10,14,1145,1,2,1,1,6,1,30,1,1
52,201600000022,1.0,1,1,1,12.0,0.0,0.0,0.0,1990.0,B02,0.0,10,0,0.0,2.0,1.0,19.0,4,2,1045,1,1,2,1,3,1,7,2,2
53,201600000022,1.0,1,2,1,11.0,0.0,0.0,0.0,1992.0,A01,2.0,7,0,0.0,2.0,8.0,1.0,4,2,1045,1,1,2,1,3,1,10,2,2
54,201600000022,2.0,2,1,2,11.0,0.0,0.0,0.0,1992.0,A01,2.0,7,0,0.0,2.0,8.0,1.0,4,2,1045,1,1,2,1,3,1,10,2,2
55,201600000023,1.0,1,2,1,11.0,0.0,0.0,0.0,1936.0,A01,1.0,7,0,13.0,0.0,1.0,1.0,11,7,1515,1,1,1,3,6,3,7,2,2
56,201600000024,1.0,1,1,1,11.0,0.0,0.0,0.0,1974.0,A01,2.0,7,0,13.0,0.0,1.0,1.0,11,12,915,3,1,1,2,6,1,7,2,2
57,201600000024,2.0,2,3,1,11.0,0.0,0.0,0.0,1974.0,A01,2.0,7,0,13.0,0.0,1.0,1.0,11,12,915,3,1,1,2,6,1,7,2,2
58,201600000025,1.0,1,2,1,13.0,0.0,0.0,0.0,1992.0,A01,0.0,7,0,13.0,0.0,1.0,1.0,12,4,530,3,1,1,9,7,0,7,2,2
59,201600000026,1.0,1,1,2,13.0,0.0,0.0,0.0,1939.0,A01,1.0,7,0,0.0,1.0,1.0,1.0,12,6,1145,1,2,1,7,6,1,7,2,2
60,201600000026,0.0,3,3,2,0.0,4.0,3.0,2.0,2012.0,A01,1.0,7,0,0.0,1.0,1.0,1.0,12,6,1145,1,2,1,7,6,1,7,2,2
61,201600000027,1.0,1,1,1,11.0,0.0,0.0,0.0,1955.0,A01,0.0,7,0,0.0,1.0,1.0,1.0,12,15,1345,1,2,1,1,6,2,7,2,2
62,201600000027,0.0,3,3,2,0.0,2.0,3.0,1.0,1939.0,A01,0.0,7,0,0.0,1.0,1.0,1.0,12,15,1345,1,2,1,1,6,2,7,2,2
63,201600000028,1.0,1,3,1,11.0,0.0,0.0,0.0,1942.0,B02,1.0,7,0,0.0,2.0,1.0,1.0,12,9,1900,3,1,1,1,3,4,7,2,2
64,201600000028,1.0,1,1,1,11.0,0.0,0.0,0.0,1964.0,A01,1.0,7,0,0.0,0.0,8.0,10.0,12,9,1900,3,1,1,1,3,4,7,2,2
65,201600000029,5.0,2,1,1,13.0,0.0,0.0,0.0,2012.0,B02,2.0,7,0,0.0,9.0,1.0,1.0,12,28,2015,3,1,1,5,1,4,7,2,2
66,201600000029,5.0,2,1,1,33.0,0.0,0.0,0.0,2015.0,B02,2.0,7,0,0.0,9.0,1.0,1.0,12,28,2015,3,1,1,5,1,4,7,2,2
67,201600000029,5.0,2,1,1,13.0,0.0,0.0,0.0,2010.0,B02,2.0,7,0,0.0,9.0,1.0,1.0,12,28,2015,3,1,1,5,1,4,7,2,2
68,201600000029,1.0,1,1,1,13.0,0.0,0.0,0.0,1984.0,B02,2.0,7,0,0.0,9.0,1.0,1.0,12,28,2015,3,1,1,5,1,4,7,2,2
69,201600000029,2.0,2,1,2,13.0,0.0,0.0,0.0,1985.0,B02,2.0,7,0,0.0,9.0,1.0,1.0,12,28,2015,3,1,1,5,1,4,7,2,2
70,201600000029,1.0,1,3,1,13.0,0.0,0.0,0.0,1993.0,A01,1.0,7,0,6.0,0.0,1.0,1.0,12,28,2015,3,1,1,5,1,4,7,2,2
71,201600000030,1.0,1,4,1,11.0,0.0,0.0,0.0,1972.0,A01,2.0,7,0,0.0,1.0,2.0,2.0,5,6,1700,1,2,1,1,6,3,7,2,2
72,201600000030,0.0,3,3,2,0.0,5.0,1.0,2.0,1988.0,A01,2.0,7,0,0.0,1.0,2.0,2.0,5,6,1700,1,2,1,1,6,3,7,2,2
73,201600000031,1.0,1,3,1,11.0,0.0,0.0,0.0,1983.0,A01,1.0,17,0,0.0,2.0,3.0,17.0,9,28,2000,1,1,1,1,2,4,21,3,0
74,201600000031,1.0,1,1,1,11.0,0.0,0.0,0.0,2000.0,B02,1.0,21,0,0.0,0.0,4.0,15.0,9,28,2000,1,1,1,1,2,4,17,0,3
75,201600000032,1.0,1,1,2,11.0,0.0,0.0,0.0,1997.0,B02,1.0,7,0,0.0,0.0,4.0,15.0,11,1,1115,1,1,1,1,2,1,33,2,1
76,201600000032,1.0,1,3,1,21.0,0.0,0.0,0.0,1990.0,A01,1.0,33,0,0.0,2.0,1.0,1.0,11,1,1115,1,1,1,1,2,1,7,1,2
77,201600000033,1.0,1,1,2,11.0,0.0,0.0,0.0,1985.0,A01,2.0,7,0,0.0,1.0,3.0,1.0,1,7,900,1,2,3,3,6,1,7,2,2
78,201600000033,0.0,3,3,2,0.0,4.0,3.0,1.0,1982.0,A01,2.0,7,0,0.0,1.0,3.0,1.0,1,7,900,1,2,3,3,6,1,7,2,2
79,201600000034,1.0,1,3,1,11.0,0.0,0.0,0.0,1977.0,A01,2.0,17,0,0.0,2.0,3.0,13.0,1,14,1330,1,1,1,1,1,2,17,3,3
80,201600000034,1.0,1,3,1,11.0,0.0,0.0,0.0,1988.0,B02,1.0,17,0,0.0,2.0,3.0,1.0,1,14,1330,1,1,1,1,1,2,17,3,3
81,201600000035,1.0,1,3,1,11.0,0.0,0.0,0.0,1989.0,A01,1.0,7,0,6.0,0.0,7.0,1.0,2,9,2145,5,1,1,2,6,4,7,2,2
82,201600000036,1.0,1,3,2,11.0,0.0,0.0,0.0,1951.0,B02,1.0,7,0,0.0,2.0,6.0,1.0,2,8,1745,3,1,1,6,1,3,10,2,2
83,201600000036,1.0,1,1,1,11.0,0.0,0.0,0.0,1989.0,A01,2.0,10,0,0.0,2.0,2.0,13.0,2,8,1745,3,1,1,6,1,3,7,2,2
84,201600000037,1.0,1,3,1,11.0,0.0,0.0,0.0,1965.0,A01,1.0,7,0,13.0,0.0,1.0,1.0,3,6,330,3,1,1,1,6,0,7,2,2
85,201600000038,2.0,2,1,2,11.0,0.0,0.0,0.0,1958.0,A01,1.0,7,0,0.0,2.0,5.0,19.0,4,5,1545,1,1,1,1,3,3,7,2,2
86,201600000038,1.0,1,1,1,11.0,0.0,0.0,0.0,1991.0,A01,1.0,7,0,0.0,2.0,5.0,19.0,4,5,1545,1,1,1,1,3,3,7,2,2
87,201600000038,1.0,1,3,1,11.0,0.0,0.0,0.0,1943.0,B02,2.0,7,0,0.0,2.0,1.0,1.0,4,5,1545,1,1,1,1,3,3,7,2,2
88,201600000039,1.0,1,3,1,21.0,0.0,0.0,0.0,1975.0,A01,1.0,33,0,9.0,0.0,1.0,1.0,5,12,2100,1,2,1,1,6,4,33,1,1
89,201600000039,2.0,2,3,1,21.0,0.0,0.0,0.0,2004.0,A01,1.0,33,0,9.0,0.0,1.0,1.0,5,12,2100,1,2,1,1,6,4,33,1,1
90,201600000040,1.0,1,3,2,11.0,0.0,0.0,0.0,1992.0,A01,2.0,7,0,8.0,0.0,1.0,0.0,5,29,615,2,2,1,1,6,1,7,2,2
91,201600000041,1.0,1,3,2,21.0,0.0,0.0,0.0,1988.0,B02,1.0,33,0,0.0,2.0,1.0,17.0,6,10,830,1,1,1,1,3,1,7,1,2
92,201600000041,1.0,1,1,2,11.0,0.0,0.0,0.0,1976.0,A01,1.0,7,0,0.0,0.0,3.0,13.0,6,10,830,1,1,1,1,3,1,33,2,1
93,201600000042,1.0,1,3,1,11.0,0.0,0.0,0.0,1945.0,A01,1.0,10,0,2.0,0.0,1.0,19.0,7,27,1600,1,1,1,1,6,3,10,2,2
94,201600000043,1.0,1,3,1,21.0,0.0,0.0,0.0,1991.0,A01,2.0,33,0,6.0,0.0,1.0,13.0,9,1,545,5,2,1,1,6,0,33,1,1
95,201600000044,1.0,1,1,1,11.0,0.0,0.0,0.0,1997.0,A01,1.0,7,0,13.0,0.0,7.0,1.0,11,5,1445,1,1,1,1,6,3,7,2,2
96,201600000044,2.0,2,3,1,11.0,0.0,0.0,0.0,2000.0,A01,1.0,7,0,13.0,0.0,7.0,1.0,11,5,1445,1,1,1,1,6,3,7,2,2
97,201600000045,1.0,1,1,1,11.0,0.0,0.0,0.0,1943.0,A01,1.0,7,0,0.0,1.0,2.0,1.0,11,18,1800,5,2,1,2,6,4,7,2,2
98,201600000045,0.0,3,3,2,0.0,3.0,3.0,1.0,1956.0,A01,1.0,7,0,0.0,1.0,2.0,1.0,11,18,1800,5,2,1,2,6,4,7,2,2
99,201600000046,2.0,2,3,1,11.0,0.0,0.0,0.0,1996.0,A01,0.0,7,0,13.0,0.0,2.0,1.0,11,27,2230,3,1,1,1,6,5,7,2,2
100,201600000046,1.0,1,1,1,11.0,0.0,0.0,0.0,1990.0,A01,0.0,7,0,13.0,0.0,2.0,1.0,11,27,2230,3,1,1,1,6,5,7,2,2
101,201600000047,1.0,1,3,1,21.0,0.0,0.0,0.0,1974.0,B02,2.0,33,0,0.0,2.0,1.0,1.0,4,20,1330,1,1,2,1,3,2,21,1,0
102,201600000047,1.0,1,1,1,1.0,0.0,0.0,0.0,1986.0,A01,0.0,21,0,0.0,2.0,3.0,15.0,4,20,1330,1,1,2,1,3,2,33,0,1
103,201600000048,1.0,1,3,1,21.0,0.0,0.0,0.0,1956.0,A01,2.0,33,0,0.0,0.0,8.0,1.0,7,4,1830,1,1,1,1,7,4,33,1,1
104,201600000049,1.0,1,3,1,21.0,0.0,0.0,0.0,1977.0,A01,0.0,36,0,3.0,0.0,1.0,15.0,8,7,230,4,2,1,1,7,0,36,1,1
105,201600000050,1.0,1,1,1,11.0,0.0,0.0,0.0,1948.0,A01,2.0,7,0,0.0,0.0,3.0,15.0,9,8,1000,1,1,1,1,3,1,7,2,2
106,201600000050,1.0,1,4,1,11.0,0.0,0.0,0.0,1940.0,B02,1.0,7,0,0.0,2.0,1.0,21.0,9,8,1000,1,1,1,1,3,1,7,2,2
107,201600000051,1.0,1,3,2,11.0,0.0,0.0,0.0,1993.0,B02,1.0,7,0,0.0,0.0,3.0,1.0,4,29,1545,1,1,1,1,1,3,10,2,2
108,201600000051,1.0,1,1,1,11.0,0.0,0.0,0.0,1990.0,A01,2.0,10,0,0.0,0.0,3.0,13.0,4,29,1545,1,1,1,1,1,3,7,2,2
109,201600000052,1.0,1,1,2,11.0,0.0,0.0,0.0,1966.0,A01,1.0,7,0,0.0,2.0,2.0,1.0,6,1,1530,1,2,1,2,3,3,1,2,1
110,201600000052,1.0,1,3,1,22.0,0.0,0.0,0.0,2003.0,B02,2.0,1,0,0.0,2.0,3.0,19.0,6,1,1530,1,2,1,2,3,3,7,1,2
111,201600000053,1.0,1,3,1,11.0,0.0,0.0,0.0,1987.0,A01,2.0,7,0,13.0,0.0,3.0,1.0,6,17,130,3,1,1,2,7,0,7,2,2
112,201600000054,1.0,1,3,2,11.0,0.0,0.0,0.0,1989.0,A01,0.0,7,0,0.0,2.0,3.0,1.0,8,25,1130,1,1,1,1,1,1,7,2,2
113,201600000054,1.0,1,3,1,11.0,0.0,0.0,0.0,1951.0,B02,0.0,7,0,0.0,2.0,3.0,1.0,8,25,1130,1,1,1,1,1,1,7,2,2
114,201600000054,2.0,2,3,2,11.0,0.0,0.0,0.0,1944.0,B02,0.0,7,0,0.0,2.0,3.0,1.0,8,25,1130,1,1,1,1,1,1,7,2,2
115,201600000055,1.0,1,3,1,21.0,0.0,0.0,0.0,1977.0,A01,0.0,33,0,0.0,0.0,0.0,1.0,9,18,1645,1,1,1,2,7,3,33,1,1
116,201600000056,1.0,1,3,1,21.0,0.0,0.0,0.0,1958.0,A01,1.0,32,0,0.0,1.0,1.0,1.0,10,18,745,2,1,1,1,6,1,32,1,1
117,201600000056,0.0,3,2,1,0.0,2.0,1.0,1.0,1952.0,A01,1.0,32,0,0.0,1.0,1.0,1.0,10,18,745,2,1,1,1,6,1,32,1,1
118,201600000057,1.0,1,1,1,1.0,0.0,0.0,0.0,1986.0,B02,1.0,10,0,0.0,1.0,3.0,1.0,12,19,715,3,1,1,5,1,1,7,2,2
119,201600000057,0.0,3,3,1,0.0,2.0,9.0,1.0,1954.0,B02,1.0,10,0,0.0,1.0,3.0,1.0,12,19,715,3,1,1,5,1,1,7,2,2
120,201600000057,1.0,1,1,1,1.0,0.0,0.0,0.0,1972.0,A01,1.0,7,0,0.0,1.0,3.0,1.0,12,19,715,3,1,1,5,1,1,10,2,2
121,201600000058,1.0,1,2,2,12.0,0.0,0.0,0.0,1972.0,A01,2.0,7,0,13.0,0.0,8.0,13.0,3,10,400,3,2,1,1,6,0,7,2,2
122,201600000059,1.0,1,3,1,11.0,0.0,0.0,0.0,1987.0,A01,0.0,7,0,8.0,0.0,7.0,5.0,6,29,1845,1,1,1,2,6,4,7,2,2
123,201600000060,1.0,1,3,1,21.0,0.0,0.0,0.0,1991.0,B02,2.0,33,0,0.0,2.0,1.0,5.0,9,17,1330,1,2,1,1,3,2,7,1,2
124,201600000060,1.0,1,1,1,11.0,0.0,0.0,0.0,1987.0,A01,0.0,7,0,0.0,2.0,3.0,6.0,9,17,1330,1,2,1,1,3,2,33,2,1
125,201600000061,1.0,1,1,1,11.0,0.0,0.0,0.0,1998.0,A01,1.0,7,0,0.0,1.0,1.0,1.0,12,7,2000,5,2,9,1,6,4,7,2,2
126,201600000061,0.0,3,3,2,0.0,4.0,3.0,1.0,1957.0,A01,1.0,7,0,0.0,1.0,1.0,1.0,12,7,2000,5,2,9,1,6,4,7,2,2
127,201600000062,1.0,1,1,2,11.0,0.0,0.0,0.0,1968.0,A02,0.0,7,0,0.0,2.0,1.0,15.0,12,14,1715,3,2,1,1,6,3,2,2,1
128,201600000062,1.0,1,3,1,21.0,0.0,0.0,0.0,1989.0,B02,0.0,2,0,0.0,2.0,1.0,2.0,12,14,1715,3,2,1,1,6,3,7,1,2
129,201600000063,2.0,2,1,1,11.0,0.0,0.0,0.0,1935.0,B02,0.0,7,0,0.0,2.0,8.0,1.0,1,12,1145,1,1,2,1,3,1,7,2,2
130,201600000063,1.0,1,3,2,11.0,0.0,0.0,0.0,1935.0,B02,0.0,7,0,0.0,2.0,8.0,1.0,1,12,1145,1,1,2,1,3,1,7,2,2
131,201600000063,1.0,1,1,2,11.0,0.0,0.0,0.0,1977.0,A01,0.0,7,0,0.0,2.0,1.0,1.0,1,12,1145,1,1,2,1,3,1,7,2,2
132,201600000063,2.0,2,3,1,11.0,0.0,0.0,0.0,1946.0,A01,0.0,7,0,0.0,2.0,1.0,1.0,1,12,1145,1,1,2,1,3,1,7,2,2
133,201600000063,4.0,2,3,2,11.0,0.0,0.0,0.0,1952.0,A01,0.0,7,0,0.0,2.0,1.0,1.0,1,12,1145,1,1,2,1,3,1,7,2,2
134,201600000064,1.0,1,3,1,13.0,0.0,0.0,0.0,1982.0,A01,1.0,7,0,0.0,0.0,9.0,1.0,1,24,100,3,1,1,2,7,0,7,2,2
135,201600000065,1.0,1,3,2,11.0,0.0,0.0,0.0,1962.0,A01,0.0,7,0,0.0,0.0,1.0,1.0,4,27,1945,1,1,1,2,6,4,7,2,2
136,201600000066,1.0,1,3,1,11.0,0.0,0.0,0.0,1973.0,A01,0.0,15,0,0.0,2.0,3.0,1.0,6,27,1545,1,1,1,1,1,3,10,3,2
137,201600000066,1.0,1,2,2,12.0,0.0,0.0,0.0,1949.0,B02,0.0,10,0,0.0,2.0,1.0,13.0,6,27,1545,1,1,1,1,1,3,15,2,3
138,201600000067,1.0,1,1,1,11.0,0.0,0.0,0.0,1949.0,A01,1.0,7,0,0.0,0.0,5.0,0.0,7,6,1415,1,1,1,1,2,3,33,2,1
139,201600000067,1.0,1,3,1,21.0,0.0,0.0,0.0,1976.0,B02,1.0,33,0,0.0,0.0,1.0,0.0,7,6,1415,1,1,1,1,2,3,7,1,2
140,201600000068,1.0,1,3,1,21.0,0.0,0.0,0.0,1968.0,A01,0.0,33,0,0.0,2.0,1.0,16.0,8,9,2200,3,1,2,1,3,5,7,1,2
141,201600000068,1.0,1,1,1,11.0,0.0,0.0,0.0,1953.0,B02,0.0,7,0,0.0,2.0,1.0,1.0,8,9,2200,3,1,2,1,3,5,33,2,1
142,201600000069,1.0,1,1,1,11.0,0.0,0.0,0.0,1943.0,A01,0.0,7,0,0.0,1.0,2.0,2.0,8,22,1045,1,1,1,1,6,1,7,2,2
143,201600000069,0.0,3,2,1,0.0,1.0,1.0,2.0,1931.0,A01,0.0,7,0,0.0,1.0,2.0,2.0,8,22,1045,1,1,1,1,6,1,7,2,2
144,201600000070,1.0,1,1,1,11.0,0.0,0.0,0.0,1927.0,A01,1.0,7,0,0.0,2.0,7.0,16.0,9,21,1345,1,2,6,1,3,2,1,2,1
145,201600000070,1.0,1,3,2,1.0,0.0,0.0,0.0,1955.0,B02,1.0,1,0,0.0,2.0,8.0,15.0,9,21,1345,1,2,6,1,3,2,7,1,2
146,201600000071,1.0,1,3,2,11.0,0.0,0.0,0.0,1947.0,A01,0.0,7,0,0.0,2.0,1.0,1.0,10,6,1930,5,2,1,1,1,4,21,2,0
147,201600000071,1.0,1,1,1,91.0,0.0,0.0,0.0,1947.0,B02,0.0,21,0,0.0,2.0,3.0,1.0,10,6,1930,5,2,1,1,1,4,7,0,2
148,201600000072,1.0,1,1,1,21.0,0.0,0.0,0.0,1999.0,A01,0.0,2,0,0.0,1.0,2.0,1.0,10,25,2145,3,1,1,5,6,4,2,1,1
149,201600000072,2.0,2,1,2,21.0,0.0,0.0,0.0,1998.0,A01,0.0,2,0,0.0,1.0,2.0,1.0,10,25,2145,3,1,1,5,6,4,2,1,1
150,201600000072,0.0,3,3,1,0.0,1.0,3.0,1.0,1953.0,A01,0.0,2,0,0.0,1.0,2.0,1.0,10,25,2145,3,1,1,5,6,4,2,1,1
151,201600000073,1.0,1,1,2,21.0,0.0,0.0,0.0,1992.0,A01,1.0,30,0,0.0,2.0,5.0,15.0,9,27,2100,5,2,2,1,3,4,7,1,2
152,201600000073,2.0,2,3,2,21.0,0.0,0.0,0.0,2000.0,A01,1.0,30,0,0.0,2.0,5.0,15.0,9,27,2100,5,2,2,1,3,4,7,1,2
153,201600000073,1.0,1,1,2,11.0,0.0,0.0,0.0,1962.0,B02,2.0,7,0,0.0,2.0,2.0,1.0,9,27,2100,5,2,2,1,3,4,30,2,1
